"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"pwsh","5","1135","2204211212288","124399616","68337664","80392","E:\MySoft\powershell7\7\pwsh.exe","""E:\MySoft\powershell7\7\pwsh.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","30.046875","7.1.3.0","7.1.3 SHA: 33ce13a0df94183fde13a07ddee0722a017a8d1d","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5748","8",,"False","2021/06/15 2:18:57",,"17668",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","80392","80392","68337664","68337664","501824","501824","70410240","70410240","125992960","125992960","2204350111744","1031888896","True","Normal","68337664","68337664","pwsh","255","5",,"System.Diagnostics.ProcessThreadCollection","1135","2204211212288","892989440","False",,,,"124399616","124399616",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:14.5000000","00:00:30.1250000","00:00:15.6250000","1182122","E:\MySoft\powershell7\7\pwsh.exe","True",,
"RAVBg64","5","346","4432437248","14184448","6635520","15016","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","""C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe"" /LENOVO_MICPKEY","System.Diagnostics.Process (explorer)","Realtek Semiconductor","1.09375","1, 0, 0, 226","1, 0, 0, 226","HD Audio Background Process","HD Audio Background Process","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5464","8",,"False","2021/06/13 23:15:44",,"9480",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15016","15016","6635520","6635520","196592","196592","6770688","6770688","15839232","15839232","4445544448","150577152","True","Normal","6635520","6635520","RAVBg64","255","5",,"System.Diagnostics.ProcessThreadCollection","346","4432437248","137469952","False",,,,"14184448","14184448",,"System.Diagnostics.ProcessModule (RAVBg64.exe)","00:00:00.9218750","00:00:01.0937500","00:00:00.1718750","0","","True",,
"RAVBg64","5","290","4431589376","14159872","6193152","14880","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","""C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe"" /LENOVO_DOLBYDRAGON","System.Diagnostics.Process (explorer)","Realtek Semiconductor","0.96875","1, 0, 0, 226","1, 0, 0, 226","HD Audio Background Process","HD Audio Background Process","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4908","8",,"False","2021/06/13 23:15:44",,"9576",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14880","14880","6193152","6193152","196592","196592","6340608","6340608","15884288","15884288","4445749248","150781952","True","Normal","6193152","6193152","RAVBg64","255","5",,"System.Diagnostics.ProcessThreadCollection","290","4431589376","136622080","False",,,,"14159872","14159872",,"System.Diagnostics.ProcessModule (RAVBg64.exe)","00:00:00.7812500","00:00:00.9687500","00:00:00.1875000","0","","True",,
"RAVBg64","5","291","4432433152","14069760","6266880","15008","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","""C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe"" /FORPCEE4","System.Diagnostics.Process (explorer)","Realtek Semiconductor","0.96875","1, 0, 0, 226","1, 0, 0, 226","HD Audio Background Process","HD Audio Background Process","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5584","8",,"False","2021/06/13 23:15:43",,"11168",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15008","15008","6266880","6266880","196784","196784","6410240","6410240","15798272","15798272","4445544448","150577152","True","Normal","6266880","6266880","RAVBg64","255","5",,"System.Diagnostics.ProcessThreadCollection","291","4432433152","137465856","False",,,,"14069760","14069760",,"System.Diagnostics.ProcessModule (RAVBg64.exe)","00:00:00.7812500","00:00:00.9687500","00:00:00.1875000","0","","True",,
"RAVCpl64","5","642","4453797888","14905344","6348800","16312","C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe","""C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe"" -s","System.Diagnostics.Process (explorer)","Realtek Semiconductor","3.515625","1, 0, 0, 984","1, 0, 0, 984","Realtek HD オーディオマネージャ","Realtek HD オーディオマネージャ","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6068","8",,"False","2021/06/13 23:15:43",,"148",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16312","16312","6348800","6348800","238552","238552","7983104","7983104","18530304","18530304","4480086016","185118720","True","Normal","6348800","6348800","RAVCpl64","255","5",,"System.Diagnostics.ProcessThreadCollection","642","4453797888","158830592","False",,,,"14905344","14905344",,"System.Diagnostics.ProcessModule (RAVCpl64.exe)","00:00:02.7031250","00:00:03.5156250","00:00:00.8125000","0","","True",,
"Registry","0","0","238436352","125321216","16203776","20672",,,,,,,,,,"Process",,,"8",,,,,"124",".",,,,"20672","20672","16203776","16203776","469920","469920","124264448","124264448","226865152","226865152","342949888","342949888",,,"16203776","16203776","Registry",,"0",,"System.Diagnostics.ProcessThreadCollection","0","238436352","238436352","False",,,,"125321216","125321216",,,,,,"0","","True",,
"rundll32","5","141","2203416252416","8912896","2420736","9920","C:\WINDOWS\system32\rundll32.exe","""C:\WINDOWS\system32\rundll32.exe"" -localserver 22d8c27b-47a1-48d1-ad08-7da7abd79617","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.09375","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows ホスト プロセス (Rundll32)","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6100","8",,"False","2021/06/14 11:27:13",,"7472",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9920","9920","2420736","2420736","121424","121424","3493888","3493888","10592256","10592256","2203419418624","101195776","True","Normal","2420736","2420736","rundll32","255","5",,"System.Diagnostics.ProcessThreadCollection","141","2203416252416","98029568","False",,,,"8912896","8912896",,"System.Diagnostics.ProcessModule (rundll32.exe)","00:00:00.0468750","00:00:00.0937500","00:00:00.0468750","0","","True",,
"RuntimeBroker","5","154","2203414515712","9252864","2252800","9152","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.0625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5364","8",,"False","2021/06/14 0:31:09",,"1476",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9152","9152","2252800","2252800","120992","120992","2883584","2883584","12070912","12070912","2203421106176","102883328","True","Normal","2252800","2252800","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","154","2203414515712","96292864","False",,,,"9252864","9252864",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0312500","00:00:00.0625000","00:00:00.0312500","0","","True",,
"RuntimeBroker","5","398","2203501162496","34385920","9191424","22840","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","8.171875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5992","8",,"False","2021/06/13 23:15:30",,"2220",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22840","22840","9191424","9191424","289512","289512","11755520","11755520","41910272","41910272","2203668119552","349896704","True","Normal","9191424","9191424","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","398","2203501162496","182939648","False",,,,"34385920","34385920",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:03.6093750","00:00:08.1718750","00:00:04.5625000","0","","True",,
"RuntimeBroker","5","111","2203402518528","6438912","1318912","6928","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.03125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3492","8",,"False","2021/06/14 14:05:20",,"3620",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","6928","6928","1318912","1318912","97128","97128","1871872","1871872","7708672","7708672","2203411275776","93052928","True","Normal","1318912","1318912","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","111","2203402518528","84295680","False",,,,"6438912","6438912",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00","00:00:00.0312500","00:00:00.0312500","0","","True",,
"RuntimeBroker","5","327","2203476590592","26112000","5304320","17672","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","17.078125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3644","8",,"False","2021/06/13 23:15:42",,"10924",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17672","17672","5304320","5304320","237600","237600","8437760","8437760","33128448","33128448","2203530317824","212094976","True","Normal","5304320","5304320","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","327","2203476590592","158367744","False",,,,"26112000","26112000",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:08.6250000","00:00:17.0781250","00:00:08.4531250","0","","True",,
"RuntimeBroker","5","470","2203511209984","33136640","11382784","25064","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","3.78125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5676","8",,"False","2021/06/14 4:46:38",,"13220",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25064","25064","11382784","11382784","296168","296168","15343616","15343616","46145536","46145536","2203554029568","235806720","True","Normal","11382784","11382784","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","470","2203511209984","192987136","False",,,,"33136640","33136640",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.6093750","00:00:03.7812500","00:00:02.1718750","0","","True",,
"RuntimeBroker","5","460","2203595792384","41103360","17108992","23976","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","11.5","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5040","8",,"False","2021/06/13 23:39:24",,"14756",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23976","23976","17108992","17108992","336880","336880","47747072","47747072","76787712","76787712","2203619811328","301588480","True","Normal","17108992","17108992","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","460","2203595792384","277569536","False",,,,"41103360","41103360",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:04.9062500","00:00:11.5000000","00:00:06.5937500","0","","True",,
"RuntimeBroker","5","245","2203440058368","15183872","3018752","13368","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.234375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5680","8",,"False","2021/06/13 23:15:37",,"15480",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13368","13368","3018752","3018752","173960","173960","3883008","3883008","21934080","21934080","2203474866176","156643328","True","Normal","3018752","3018752","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","245","2203440058368","121835520","False",,,,"15183872","15183872",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.1718750","00:00:00.2343750","00:00:00.0625000","0","","True",,
"RuntimeBroker","5","612","2203598127104","45445120","15548416","28656","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","7.3125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2224","8",,"False","2021/06/13 23:15:31",,"16108",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28656","28656","15548416","15548416","399032","399032","18010112","18010112","52142080","52142080","2203615608832","297385984","True","Normal","15548416","15548416","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","612","2203598127104","279904256","False",,,,"45445120","45445120",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:02.9843750","00:00:07.3125000","00:00:04.3281250","0","","True",,
"RuntimeBroker","5","342","2203479490560","25767936","7118848","18488","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","1.140625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5836","8",,"False","2021/06/14 4:15:51",,"16520",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18488","18488","7118848","7118848","244448","244448","10588160","10588160","30871552","30871552","2203695697920","377475072","True","Normal","7118848","7118848","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","342","2203479490560","161267712","False",,,,"25767936","25767936",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.7187500","00:00:01.1406250","00:00:00.4218750","0","","True",,
"RuntimeBroker","5","395","2203460050944","21528576","4456448","17304","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.40625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5656","8",,"False","2021/06/13 23:15:58",,"16652",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17304","17304","4456448","4456448","215680","215680","5918720","5918720","30752768","30752768","2203487666176","169443328","True","Normal","4456448","4456448","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","395","2203460050944","141828096","False",,,,"21528576","21528576",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.2187500","00:00:00.4062500","00:00:00.1875000","0","","True",,
"RuntimeBroker","5","152","2203418492928","9187328","2228224","9240","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.0625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4556","8",,"False","2021/06/13 23:21:36",,"18056",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9240","9240","2228224","2228224","127784","127784","2666496","2666496","11239424","11239424","2203424002048","105779200","True","Normal","2228224","2228224","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","152","2203418492928","100270080","False",,,,"9187328","9187328",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00","00:00:00.0625000","00:00:00.0625000","0","","True",,
"RuntimeBroker","5","118","2203402817536","6598656","1724416","7336","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.046875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5276","8",,"False","2021/06/13 23:24:34",,"19420",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7336","7336","1724416","1724416","98016","98016","2371584","2371584","8818688","8818688","2203413291008","95068160","True","Normal","1724416","1724416","RuntimeBroker","255","5",,"System.Diagnostics.ProcessThreadCollection","118","2203402817536","84594688","False",,,,"6598656","6598656",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0156250","00:00:00.0468750","00:00:00.0312500","0","","True",,
"SearchApp","5","1992","2238859452416","213127168","136605696","101616","C:\WINDOWS\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","""C:\WINDOWS\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe"" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca",,"Microsoft Corporation","21.296875","10.0.19041.964 (WinBuild.160101.0800)","10.0.19041.964","Search application","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5600","8",,"False","2021/06/13 23:15:30",,"13728",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","101616","101616","136605696","136605696","1244928","1244928","155258880","155258880","249151488","249151488","2238864683008","1186721792","True","Normal","136605696","136605696","SearchApp","255","5",,"System.Diagnostics.ProcessThreadCollection","1992","2238859452416","1181491200","False",,,,"213127168","213127168",,"System.Diagnostics.ProcessModule (SearchApp.exe)","00:00:06.1875000","00:00:21.2968750","00:00:15.1093750","0","","True",,
"SearchIndexer","0","858","2203719233536","69951488","68431872","76944",,,,,,,,,,"Process",,,"8",,,,,"2180",".",,,,"76944","76944","68431872","68431872","307784","307784","73134080","73134080","90898432","90898432","2203738759168","420536320",,,"68431872","68431872","SearchIndexer",,"0",,"System.Diagnostics.ProcessThreadCollection","858","2203719233536","401010688","False",,,,"69951488","69951488",,,,,,"0","","True",,
"SecurityHealthService","0","612","2203432378368","17408000","7544832","18544",,,,,,,,,,"Process",,,"8",,,,,"10264",".",,,,"18544","18544","7544832","7544832","156456","156456","9510912","9510912","20054016","20054016","2203452301312","134078464",,,"7544832","7544832","SecurityHealthService",,"0",,"System.Diagnostics.ProcessThreadCollection","612","2203432378368","114155520","False",,,,"17408000","17408000",,,,,,"0","","True",,
"SecurityHealthSystray","5","172","2203428175872","9584640","2019328","9784","C:\Windows\System32\SecurityHealthSystray.exe","""C:\Windows\System32\SecurityHealthSystray.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Security notification icon","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5692","8",,"False","2021/06/13 23:15:42",,"2848",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","2019328","2019328","150360","150360","2097152","2097152","9850880","9850880","2203431329792","113106944","True","Normal","2019328","2019328","SecurityHealthSystray","255","5",,"System.Diagnostics.ProcessThreadCollection","172","2203428175872","109953024","False",,,,"9584640","9584640",,"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","00:00:00.0937500","00:00:00.1093750","00:00:00.0156250","0","","True",,
"services","0","841","2203390410752","10838016","7901184","12616",,,,,,,,,,"Process",,,"9",,,,,"956",".",,,,"12616","12616","7901184","7901184","167664","167664","9072640","9072640","12591104","12591104","2203421151232","102928384",,,"7901184","7901184","services",,"0",,"System.Diagnostics.ProcessThreadCollection","841","2203390410752","72187904","False",,,,"10838016","10838016",,,,,,"0","","True",,
"SettingSyncHost","5","452","2203461861376","6123520","6762496","19072","C:\WINDOWS\system32\SettingSyncHost.exe","C:\WINDOWS\system32\SettingSyncHost.exe -Embedding",,"Microsoft Corporation","4.828125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Host Process for Setting Synchronization","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5352","6",,"False","2021/06/13 23:15:32",,"3304",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19072","19072","6762496","6762496","223248","223248","9371648","9371648","30760960","30760960","2203628249088","310026240","True","BelowNormal","6762496","6762496","SettingSyncHost","255","5",,"System.Diagnostics.ProcessThreadCollection","452","2203461861376","143638528","False",,,,"6123520","6123520",,"System.Diagnostics.ProcessModule (SettingSyncHost.exe)","00:00:03.0468750","00:00:04.8281250","00:00:01.7812500","0","","True",,
"SgrmBroker","0","105","2203384045568","8253440","6008832","7736",,,,,,,,,,"Process",,,"8",,,,,"11512",".",,,,"7736","7736","6008832","6008832","35192","35192","7311360","7311360","10043392","10043392","2203385098240","66875392",,,"6008832","6008832","SgrmBroker",,"0",,"System.Diagnostics.ProcessThreadCollection","105","2203384045568","65822720","False",,,,"8253440","8253440",,,,,,"0","","True",,
"ShellExperienceHost","5","706","2203808555008","55173120","21471232","34040","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","""C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",,"Microsoft Corporation","3.390625","10.0.19041.610 (WinBuild.160101.0800)","10.0.19041.610","Windows Shell Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5096","8",,"False","2021/06/14 4:15:51",,"16860",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","34040","34040","21471232","21471232","964960","964960","23101440","23101440","73121792","73121792","2203824332800","506109952","True","Normal","21471232","21471232","ShellExperienceHost","255","5",,"System.Diagnostics.ProcessThreadCollection","706","2203808555008","490332160","False",,,,"55173120","55173120",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:01.2500000","00:00:03.3906250","00:00:02.1406250","0","","True",,
"sihost","5","815","2203515924480","40112128","11239424","25504","C:\WINDOWS\system32\sihost.exe","sihost.exe",,"Microsoft Corporation","19.515625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Shell Infrastructure Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6136","8",,"False","2021/06/13 23:15:22",,"11820",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25504","25504","11239424","11239424","309848","309848","11427840","11427840","41803776","41803776","2203531051008","212828160","True","Normal","11239424","11239424","sihost","255","5",,"System.Diagnostics.ProcessThreadCollection","815","2203515924480","197701632","False",,,,"40112128","40112128",,"System.Diagnostics.ProcessModule (sihost.exe)","00:00:10.1093750","00:00:19.5156250","00:00:09.4062500","0","","True",,
"smss","0","53","2203359789056","1134592","1097728","3360",,,,,,,,,,"Process",,,"11",,,,,"484",".",,,,"3360","3360","1097728","1097728","13272","13272","1200128","1200128","1302528","1302528","2203367919616","49696768",,,"1097728","1097728","smss",,"0",,"System.Diagnostics.ProcessThreadCollection","53","2203359789056","41566208","False",,,,"1134592","1134592",,,,,,"0","","True",,
"Snagit32","5","1310","5630504960","145502208","151011328","104720","E:\MySoft\snagit\Snagit32.exe","""E:\MySoft\snagit\Snagit32.exe"" ","System.Diagnostics.Process (explorer)","TechSmith Corporation","175.109375","21.4.1.9895","21.4.1.9895","Snagit","Snagit","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5488","8",,"False","2021/06/14 15:03:30",,"4768",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","104720","104720","151011328","151011328","1366936","1366936","216285184","216285184","295665664","295665664","5692133376","1397166080","True","Normal","151011328","151011328","Snagit32","255","5",,"System.Diagnostics.ProcessThreadCollection","1310","5630504960","1335537664","False",,,,"145502208","145502208",,"System.Diagnostics.ProcessModule (Snagit32.exe)","00:01:09.3750000","00:02:55.1093750","00:01:45.7343750","1641624","Snagit Capture","True",,
"SnagitEditor","5","2490","6602964992","179834880","237981696","182368","E:\MySoft\snagit\snagiteditor.exe","""E:\MySoft\snagit\snagiteditor.exe"" /X","System.Diagnostics.Process (Snagit32)","TechSmith Corporation","1232.6875","21.4.1.9895","21.4.1.9895","Snagit Editor","Snagit","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3436","8",,"False","2021/06/14 15:03:47",,"16132",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","182368","182368","237981696","237981696","3187784","3187784","253317120","253317120","436494336","436494336","6653263872","-1936670720","True","Normal","237981696","237981696","SnagitEditor","255","5",,"System.Diagnostics.ProcessThreadCollection","2490","6602964992","-1986969600","False",,,,"179834880","179834880",,"System.Diagnostics.ProcessModule (snagiteditor.exe)","00:07:18.7812500","00:20:32.6875000","00:13:13.9062500","0","","True",,
"SnagPriv","5","158","4406931456","9707520","1953792","10728","E:\MySoft\snagit\SnagPriv.exe","""E:\MySoft\snagit\SnagPriv.exe"" ","System.Diagnostics.Process (Snagit32)","TechSmith Corporation","0.09375","21.4.1.9895","21.4.1.9895","Snagit RPC Helper","SnagPriv","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5916","8",,"False","2021/06/14 15:03:40",,"6360",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10728","10728","1953792","1953792","149720","149720","2142208","2142208","10948608","10948608","4414271488","119304192","True","Normal","1953792","1953792","SnagPriv","255","5",,"System.Diagnostics.ProcessThreadCollection","158","4406931456","111964160","False",,,,"9707520","9707520",,"System.Diagnostics.ProcessModule (SnagPriv.exe)","00:00:00.0625000","00:00:00.0937500","00:00:00.0312500","0","","True",,
"splwow64","5","158","2203434807296","9199616","1908736","10192","C:\WINDOWS\splwow64.exe","C:\WINDOWS\splwow64.exe 8192","System.Diagnostics.Process (EXCEL)","Microsoft Corporation","0.21875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Print driver host for applications","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4272","8",,"False","2021/06/15 0:30:46",,"16644",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10192","10192","1908736","1908736","150208","150208","2150400","2150400","9867264","9867264","2203441676288","123453440","True","Normal","1908736","1908736","splwow64","255","5",,"System.Diagnostics.ProcessThreadCollection","158","2203434807296","116584448","False",,,,"9199616","9199616",,"System.Diagnostics.ProcessModule (splwow64.exe)","00:00:00.1093750","00:00:00.2187500","00:00:00.1093750","0","","True",,
"spoolsv","0","488","2203439050752","16912384","6782976","24976",,,,,,,,,,"Process",,,"8",,,,,"3652",".",,,,"24976","24976","6782976","6782976","173944","173944","9011200","9011200","20918272","20918272","2203443367936","125145088",,,"6782976","6782976","spoolsv",,"0",,"System.Diagnostics.ProcessThreadCollection","488","2203439050752","120827904","False",,,,"16912384","16912384",,,,,,"0","","True",,
"sqlceip","0","552","4939042816","50196480","43974656","32512",,,,,,,,,,"Process",,,"6",,,,,"5928",".",,,,"32512","32512","43974656","43974656","384480","384480","95285248","95285248","85299200","85299200","4954337280","659369984",,,"43974656","43974656","sqlceip",,"0",,"System.Diagnostics.ProcessThreadCollection","552","4939042816","644075520","False",,,,"50196480","50196480",,,,,,"0","","True",,
